stop_id,stop_name,stop_lon,stop_lat,location_type,location_id,location_lon,location_lat,location_place,location_name,location_products,distance
202935,Ebertpark/Fichtestr.,8.42054,49.4917,STATION,507997,8420906,49491721,"Ludwigshafen a","Friesenheim Ebertpark/Fichtestraße",TRAM;BUS,27
243005,Landgüterhalle,8.450211,49.496218,STATION,508152,8450310,49496117,Mannheim,Landgüterhalle,BUS,13
211401,Luitpoldhafen,8.452679,49.471596,STATION,508020,8452719,49471531,"Ludwigshafen am Rhein",Luitpoldhafen,TRAM,8
234505,Niederweid,8.456503,49.513238,STATION,506444,8456476,49513160,Mannheim,"Friesenheimer Insel Niederweid",BUS,9
260805,"real Vogelstang",8.55558,49.52058,STATION,510204,8555708,49520684,Mannheim,"Vogelstang real",BUS,15
234506,Niederweid,8.456327,49.513194,STATION,506444,8456476,49513160,Mannheim,"Friesenheimer Insel Niederweid",BUS,11
555505,Eugen-Neter-Schule,8.494274,49.565574,STATION,509688,8493152,49565972,Mannheim,"Blumenau Eugen-Neter-Schule",BUS,92
144602,"Hilsenhain Dell",8.777158,49.513695,STATION,507115,8777319,49513619,Heiligkreuzsteinach,"Hilsenhain Dell",BUS,14
65802,"Ellerstadt West",8.255178,49.462614,STATION,506100,8255001,49462596,,"Ellerstadt West",TRAM,13
555520,Eugen-Neter-Schule,8.492711,49.56596,STATION,509688,8493152,49565972,Mannheim,"Blumenau Eugen-Neter-Schule",BUS,32
246501,Strohmarkt,8.469659,49.486397,STATION,508183,8469978,49486318,Mannheim,Strohmarkt,TRAM;BUS,25
429502,"Schriesheimer Hof",8.754297,49.470321,STATION,510631,8754091,49470336,Wilhelmsfeld,"Schriesheimer Hof",BUS,15
65801,"Ellerstadt West",8.254881,49.462578,STATION,506100,8255001,49462596,,"Ellerstadt West",TRAM,9
246502,Strohmarkt,8.470126,49.48618,STATION,508183,8469978,49486318,Mannheim,Strohmarkt,TRAM;BUS,19
429501,"Schriesheimer Hof",8.754447,49.470209,STATION,510631,8754091,49470336,Wilhelmsfeld,"Schriesheimer Hof",BUS,29
246506,Strohmarkt,8.470116,49.486261,STATION,508183,8469978,49486318,Mannheim,Strohmarkt,TRAM;BUS,12
407711,Hohensachsen,8.655371,49.520176,STATION,507212,8655228,49520504,Weinheim,Hohensachsen,TRAM,38
695702,"Untere Rödt",8.647244,49.402146,STATION,508903,8647200,49402179,Heidelberg,"Pfaffengrund Untere Rödt",BUS;ON_DEMAND,5
407712,Hohensachsen,8.655305,49.520754,STATION,507212,8655228,49520504,Weinheim,Hohensachsen,TRAM,28
122805,Bunsengymnasium,8.675594,49.4169,STATION,508628,8675561,49416922,Heidelberg,"Neuenheim Bunsengymnasium West",BUS,3
122802,Bunsengymnasium,8.676348,49.417658,STATION,518415,8676316,49416949,Heidelberg,"Neuenheim Bunsengymnasium",TRAM;BUS,79
122801,Bunsengymnasium,8.676361,49.416166,STATION,518415,8676316,49416949,Heidelberg,"Neuenheim Bunsengymnasium",TRAM;BUS,87
122804,Bunsengymnasium,8.676752,49.417035,STATION,518417,8676649,49417012,Heidelberg,"Neuenheim Bunsengymnasium",TRAM;BUS,8
122803,Bunsengymnasium,8.67696,49.41692,STATION,518416,8676757,49416886,Heidelberg,"Neuenheim Bunsengymnasium",TRAM;BUS,15
256306,Krähenflügel,8.457486,49.551417,STATION,509465,8457150,49551427,Mannheim,"Sandhofen Krähenflügel",BUS,24
256305,Krähenflügel,8.456694,49.55131,STATION,509465,8457150,49551427,Mannheim,"Sandhofen Krähenflügel",BUS,35
214905,"Bexbacher Straße",8.397213,49.492064,STATION,508948,8397786,49492045,"Ludwigshafen am Rhein","Oggersheim Bexbacher Straße",BUS,41
214906,"Bexbacher Straße",8.398313,49.492066,STATION,508948,8397786,49492045,"Ludwigshafen am Rhein","Oggersheim Bexbacher Straße",BUS,38
673905,"Budapester Straße",8.389165,49.537945,STATION,506682,8389156,49537908,"Ludwigshafen am Rh","Pfingstweide Budapester Straße",BUS,4
119603,"Altes Hallenbad",8.68851,49.40842,STATION,511058,8688506,49408445,Heidelberg,"Altes Hallenbad",TRAM;BUS,3
119604,"Altes Hallenbad",8.68811,49.40839,STATION,511052,8688119,49408400,Heidelberg,"Altes Hallenbad",TRAM;BUS,1
300102,Bildungszentrum,8.8059,49.38412,STATION,508567,8805761,49384057,Neckargemünd,Bildungszentrum,BUS,12
410912,"Weinheim Hauptbahnh.",8.66546,49.55121,STATION,510445,8665637,49551571,Weinheim,Luisenstraße,TRAM,42
410911,"Weinheim Hauptbahnh.",8.665713,49.551813,STATION,510445,8665637,49551571,Weinheim,Luisenstraße,TRAM,27
600505,Akademiestraße,8.456721,49.4924,STATION,508108,8456791,49492386,Mannheim,Akademiestraße,BUS,5
600506,Akademiestraße,8.45682,49.492495,STATION,508108,8456791,49492386,Mannheim,Akademiestraße,BUS,12
77805,"FT Feierabendhaus",8.3588,49.53737,STATION,506338,8359141,49537413,"Frankenthal (Pfalz)",Feierabendhaus,BUS,25
236705,"Platz der Freundsch.",8.53784,49.51845,STATION,511086,8537820,49518446,Mannheim,"Käfertal Platz der Freundschaft",TRAM;BUS,2
259802,Carl-Benz-Bad,8.50583,49.52675,STATION,511179,8505521,49526581,Mannheim,"Käfertal Carl-Benz-Bad",TRAM,29
116102,Hirschgasse,8.715859,49.415935,STATION,508632,8716624,49416176,Heidelberg,"Neuenheim Hirschgasse",BUS,62
259801,Carl-Benz-Bad,8.5053,49.52631,STATION,511179,8505521,49526581,Mannheim,"Käfertal Carl-Benz-Bad",TRAM,34
116101,Hirschgasse,8.716972,49.416292,STATION,508632,8716624,49416176,Heidelberg,"Neuenheim Hirschgasse",BUS,28
62312,"Edingen West",8.60506,49.44644,STATION,506043,8604340,49446928,Edingen-Neckarhausen,"Edingen West",TRAM,75
110802,"Am Bächenbuckel",8.76063,49.42312,STATION,510786,8760321,49422962,Heidelberg,"Ziegelhausen Am Bächenbuckel",BUS,28
110801,"Am Bächenbuckel",8.76088,49.42319,STATION,510786,8760321,49422962,Heidelberg,"Ziegelhausen Am Bächenbuckel",BUS,48
244306,Mühldorferstraße,8.488087,49.476958,STATION,508164,8488064,49477104,Mannheim,Mühldorferstraße,BUS,16
244305,Mühldorferstraße,8.488142,49.477153,STATION,508164,8488064,49477104,Mannheim,Mühldorferstraße,BUS,8
345001,Sparkasse,8.80936,49.434879,STATION,509685,8809384,49434963,"Schönau (Odenwald)",Sparkasse,BUS,10
269605,"G.-Heieck-Str.(Melm)",8.384058,49.510326,STATION,505445,8384050,49510248,"Ludwigshafen am Rh","Oggersheim Georg-Heieck-Straße",BUS,9
131302,"Ziegelhausen Kirche",8.76117,49.417824,STATION,510802,8761255,49417928,Heidelberg,"Ziegelhausen Kirche",BUS,13
131301,"Ziegelhausen Kirche",8.761224,49.417848,STATION,510802,8761255,49417928,Heidelberg,"Ziegelhausen Kirche",BUS,9
62311,"Edingen West",8.60354,49.4474,STATION,506043,8604340,49446928,Edingen-Neckarhausen,"Edingen West",TRAM,78
236711,"Platz der Freundsch.",8.538109,49.518339,STATION,511083,8538170,49518437,Mannheim,"Käfertal Platz der Freundschaft",TRAM;BUS,12
236712,"Platz der Freundsch.",8.539196,49.518522,STATION,507632,8539105,49518671,Mannheim,"Käfertal Platz der Freundschaft",TRAM;BUS,18
608006,"Am Salzkai",8.46081,49.49641,STATION,518889,8460629,49496584,Mannheim,"Am Salzkai",BUS,23
233205,"Rotterdamer S. Nord",8.513912,49.427785,STATION,509228,8513881,49427790,Mannheim,"Rheinau Rotterdamer Straße Nord",BUS,2
608005,"Am Salzkai",8.460415,49.496694,STATION,518889,8460629,49496584,Mannheim,"Am Salzkai",BUS,20
254101,EMBL,8.709849,49.383782,STATION,508252,8709981,49383751,Heidelberg,EMBL,BUS;ON_DEMAND,10
247405,Wasserwerkstraße,8.521487,49.51438,STATION,519345,8521477,49514383,Mannheim,"Käfertal Wasserwerkstraße",BUS,1
111702,Karl-Christ-Str.,8.760792,49.421134,STATION,510801,8760725,49421102,Heidelberg,"Ziegelhausen Karl-Christ-Straße",BUS,6
111701,Karl-Christ-Str.,8.76094,49.421163,STATION,510801,8760725,49421102,Heidelberg,"Ziegelhausen Karl-Christ-Straße",BUS,17
109401,HITS,8.73677,49.41506,STATION,510010,8736940,49414917,Heidelberg,"Schlierbach HITS",BUS;ON_DEMAND,20
251901,Lucas-Cranach-Straße,8.512511,49.478464,STATION,508707,8512749,49478462,Mannheim,"Neuostheim Lucas-Cranach-Straße",TRAM;BUS,17
215805,Notwende,8.37624,49.50901,STATION,508960,8376221,49508998,"Ludwigshafen am Rhein","Oggersheim Notwende",BUS,2
238905,Soldnerstraße,8.518321,49.453093,STATION,508510,8518214,49453121,Mannheim,"Neckarau Soldnerstraße",BUS,8
257206,Brockenweg,8.479963,49.557011,STATION,509689,8479830,49557144,Mannheim,"Blumenau Brockenweg",BUS,18
121502,"Obere Seegasse",8.668881,49.377328,STATION,507496,8668963,49377270,Heidelberg,"Kirchheim Obere Seegasse",BUS,9
238906,Soldnerstraße,8.518041,49.453208,STATION,508510,8518214,49453121,Mannheim,"Neckarau Soldnerstraße",BUS,16
121501,"Obere Seegasse",8.669186,49.377294,STATION,507496,8668963,49377270,Heidelberg,"Kirchheim Obere Seegasse",BUS,16
257205,Brockenweg,8.479813,49.557229,STATION,509689,8479830,49557144,Mannheim,"Blumenau Brockenweg",BUS,10
261705,Eschenhof,8.504224,49.535546,STATION,510281,8504560,49535409,Mannheim,"Waldhof Eschenhof",BUS,29
129001,Bonhoeffer-Straße,8.658899,49.411927,STATION,518593,8659129,49411843,Heidelberg,"Wieblingen Bonhoefferstraße",BUS,19
129002,Bonhoeffer-Straße,8.658109,49.412405,STATION,518593,8659129,49411843,Heidelberg,"Wieblingen Bonhoefferstraße",BUS,97
267006,Otto-Thiele-Platz,8.400854,49.467749,STATION,506503,8400896,49467774,"Ludwigshafen am Rhe","Gartenstadt Otto-Thiele-Platz",BUS,4
245212,Pestalozzischule,8.482164,49.478772,STATION,508174,8482419,49478552,Mannheim,Pestalozzischule,TRAM;BUS,31
210102,Rottstraße,8.448253,49.473756,STATION,508029,8448170,49473832,"Ludwigshafen am Rhein",Rottstraße,TRAM,10
210101,Rottstraße,8.448263,49.474054,STATION,508029,8448170,49473832,"Ludwigshafen am Rhein",Rottstraße,TRAM,26
235405,"Heizkraftwerk Nord",8.454088,49.524065,STATION,510890,8454166,49524064,Mannheim,"Friesenheimer Insel Heizkraftwerk Nord",BUS,6
119201,"St. Vinc.-Krankenhaus",8.697252,49.412018,STATION,506957,8697225,49412050,Heidelberg,"St. Vincentius-Krankenhaus",BUS,4
119202,"St. Vinc.-Krankenhaus",8.697311,49.412085,STATION,506957,8697225,49412050,Heidelberg,"St. Vincentius-Krankenhaus",BUS,7
261706,Eschenhof,8.504585,49.535461,STATION,510281,8504560,49535409,Mannheim,"Waldhof Eschenhof",BUS,6
188601,Georgi-Marktplatz,8.68888,49.3492,STATION,507861,8688910,49349494,"Leimen (Baden)",Georgi-Marktplatz,TRAM;BUS,33
188602,Georgi-Marktplatz,8.68889,49.34955,STATION,507861,8688910,49349494,"Leimen (Baden)",Georgi-Marktplatz,TRAM;BUS,6
554201,Kunsthalle,8.473566,49.4833,STATION,510755,8473807,49483442,Mannheim,Wasserturm,TRAM;BUS,24
132602,Schweizertalstr.,8.753273,49.448227,STATION,510821,8753327,49448285,Heidelberg,"Ziegelhausen Schweizertalstraße",BUS,8
587101,Gewerbegebiet,8.808979,49.426591,STATION,509679,8808925,49426450,"Schönau (Odenwald)",Gewerbegebiet,BUS,16
344101,Krone,8.806398,49.460831,STATION,505107,8806067,49461203,"Schönau (Odenwald)","Altneudorf Krone",BUS,48
132601,Schweizertalstr.,8.753393,49.448432,STATION,510821,8753327,49448285,Heidelberg,"Ziegelhausen Schweizertalstraße",BUS,17
245211,Pestalozzischule,8.482306,49.478551,STATION,508174,8482419,49478552,Mannheim,Pestalozzischule,TRAM;BUS,8
255002,Sandrain,8.51638,49.44277,STATION,509230,8515526,49443206,Mannheim,"Rheinau Sandrain",TRAM,79
202505,"Im Zinkig",8.385986,49.524595,STATION,506033,8386010,49524594,"Ludwigshafen am Rhein","Edigheim Im Zinkig",BUS,2
255001,Sandrain,8.51479,49.44358,STATION,509230,8515526,49443206,Mannheim,"Rheinau Sandrain",TRAM,68
554211,Kunsthalle,8.473033,49.482936,STATION,518347,8473268,49483181,Mannheim,Kunsthalle,TRAM;BUS,32
248702,Friedrichstraße,8.495519,49.45324,STATION,518394,8495274,49453400,Mannheim,"Neckarau Friedrichstraße",TRAM;BUS,25
248701,Friedrichstraße,8.495132,49.453625,STATION,518397,8495022,49453607,Mannheim,"Neckarau Friedrichstraße",TRAM;BUS,8
673936,"Budapester Straße",8.38807,49.53799,STATION,506682,8389156,49537908,"Ludwigshafen am Rh","Pfingstweide Budapester Straße",BUS,79
248706,Friedrichstraße,8.494335,49.453781,STATION,518396,8494357,49453733,Mannheim,"Neckarau Friedrichstraße",TRAM;BUS,6
248705,Friedrichstraße,8.495132,49.453269,STATION,518394,8495274,49453400,Mannheim,"Neckarau Friedrichstraße",TRAM;BUS,18
130411,"Wiebl. Taubenfeld",8.642431,49.428779,STATION,510550,8642589,49428509,Heidelberg,"Wieblingen Taubenfeld",TRAM,32
130412,"Wiebl. Taubenfeld",8.642799,49.428327,STATION,510550,8642589,49428509,Heidelberg,"Wieblingen Taubenfeld",TRAM,25
647201,Heiligenberg,8.70587,49.42213,STATION,510572,8705828,49422001,Heidelberg,"Handschuhsheim Heiligenberg",BUS,15
237602,"Käfertal Süd",8.505361,49.506904,STATION,518246,8505827,49507075,Mannheim,"Käfertal Süd",TRAM;BUS,39
212305,"Maudacher Bruch",8.398117,49.456808,STATION,518135,8398064,49456744,"Ludwigshafen am Rhein","Gartenstadt Maudacher Bruch",BUS,8
212306,"Maudacher Bruch",8.39802,49.456676,STATION,518135,8398064,49456744,"Ludwigshafen am Rhein","Gartenstadt Maudacher Bruch",BUS,8
237601,"Käfertal Süd",8.50633,49.507198,STATION,518247,8505899,49507263,Mannheim,"Käfertal Süd",TRAM;BUS,32
237606,"Käfertal Süd",8.505925,49.5072,STATION,518247,8505899,49507263,Mannheim,"Käfertal Süd",TRAM;BUS,7
237605,"Käfertal Süd",8.506152,49.507329,STATION,518247,8505899,49507263,Mannheim,"Käfertal Süd",TRAM;BUS,20
554206,Kunsthalle,8.472809,49.482326,STATION,518349,8472639,49482453,Mannheim,Kunsthalle,TRAM;BUS,19
117002,Kongresshaus,8.702712,49.412903,STATION,518187,8702044,49412751,Heidelberg,Kongresshaus,BUS,51
117001,Kongresshaus,8.701901,49.412717,STATION,518190,8701999,49412751,Heidelberg,Kongresshaus,BUS,8
554205,Kunsthalle,8.472262,49.482348,STATION,518349,8472639,49482453,Mannheim,Kunsthalle,TRAM;BUS,30
260405,"Schweriner Weg",8.534369,49.506806,STATION,510200,8534646,49506904,Mannheim,"Vogelstang Schweriner Weg",BUS,23
260406,"Schweriner Weg",8.534868,49.506992,STATION,510200,8534646,49506904,Mannheim,"Vogelstang Schweriner Weg",BUS,19
302701,"SAP Arena Süd",8.516469,49.463062,STATION,508173,8516821,49462946,Mannheim,"Neuhermsheim SAP Arena Süd",TRAM;BUS,29
134401,Jettaweg,8.74306,49.41323,STATION,509577,8742917,49413218,Heidelberg,"Schlierbach Jettaweg",BUS;ON_DEMAND,10
302702,"SAP Arena Süd",8.517126,49.462804,STATION,508173,8516821,49462946,Mannheim,"Neuhermsheim SAP Arena Süd",TRAM;BUS,27
211005,"Val.-Bauer-Sdlg. Süd",8.423769,49.476579,STATION,508034,8424070,49477104,"Ludwigshafen am Rhein","Valentin-Bauer-Siedlung Süd",BUS;ON_DEMAND,62
234105,Max-Born-Straße,8.453792,49.521371,STATION,506439,8454678,49521592,Mannheim,"Friesenheimer Insel Max-Born-Straße",BUS,69
234106,Max-Born-Straße,8.455137,49.52101,STATION,506439,8454678,49521592,Mannheim,"Friesenheimer Insel Max-Born-Straße",BUS,73
555905,Hofrat-Wild-Straße,8.521729,49.450749,STATION,509208,8521702,49450766,Mannheim,"Rheinau Hofrat-Wild-Straße",BUS,3
555906,Hofrat-Wild-Straße,8.521886,49.451762,STATION,509208,8521702,49450766,Mannheim,"Rheinau Hofrat-Wild-Straße",BUS,112
125901,Steinhofweg,8.646241,49.394187,STATION,509032,8646652,49394215,Heidelberg,"Pfaffengrund Steinhofweg",BUS;ON_DEMAND,30
144202,"Abzw. Bärsbach",8.772288,49.497947,STATION,506981,8772132,49497888,Heiligkreuzsteinach,"Abzw. Bärsbach",BUS,13
574201,"Dossenheim Nord",8.667348,49.452844,STATION,513277,8667219,49453085,,"Dossenheim Nord",TRAM,28
574202,"Dossenheim Nord",8.667083,49.453463,STATION,513277,8667219,49453085,,"Dossenheim Nord",TRAM,43
248302,"Dannstadter Straße",8.509332,49.446039,STATION,518392,8509387,49446110,Mannheim,"Neckarau Dannstadter Straße",TRAM,9
248301,"Dannstadter Straße",8.50896,49.44634,STATION,518392,8509387,49446110,Mannheim,"Neckarau Dannstadter Straße",TRAM,40
204706,"Leininger Straße",8.402572,49.459398,STATION,518134,8402568,49459396,"Ludwigshafen am Rhei","Gartenstadt Leininger Straße",BUS,0
204705,"Leininger Straße",8.402993,49.458771,STATION,518133,8402990,49458784,"Ludwigshafen am Rhei","Gartenstadt Leininger Straße",BUS,1
240805,"Groß-Gerauer Straße",8.442349,49.548821,STATION,509787,8442273,49548784,Mannheim,"Sandhofen Groß-Gerauer Straße",BUS,7
246105,"MA Völklinger Straße",8.517112,49.505562,STATION,519342,8517252,49505564,Mannheim,"Käfertal Völklinger Straße",BUS,10
614301,Herrenmühle,8.716749,49.413672,STATION,506948,8716687,49413704,Heidelberg,Herrenmühle,BUS,6
614302,Herrenmühle,8.717692,49.414058,STATION,506948,8716687,49413704,Heidelberg,Herrenmühle,BUS,83
890305,"Gorxheimer Straße",8.543208,49.517569,STATION,506639,8543195,49517493,Mannheim,"Käfertal Gorxheimer Straße",BUS,9
112602,Louise-Ebert-Zentrum,8.703641,49.373285,STATION,505642,8703680,49373117,Heidelberg,"Boxberg Louise-Ebert-Zentrum",BUS,19
112601,Louise-Ebert-Zentrum,8.703735,49.373004,STATION,505642,8703680,49373117,Heidelberg,"Boxberg Louise-Ebert-Zentrum",BUS,13
641001,Bahofweg,8.701038,49.431522,STATION,511111,8701055,49431547,Heidelberg,"Handschuhsheim Bahofweg",BUS;ON_DEMAND,3
250602,Voltastraße,8.490272,49.461073,STATION,508513,8490204,49461194,Mannheim,"Neckarau Voltastraße",TRAM,14
214505,Niederfeld,8.401331,49.476359,STATION,508797,8401426,49475891,"Ludwigshafen am Rhein",Niederfeld,BUS,53
239802,Bibienastraße,8.48878,49.49455,STATION,508112,8488469,49494651,Mannheim,Bibienastraße,TRAM;BUS,25
250601,Voltastraße,8.489984,49.461609,STATION,508513,8490204,49461194,Mannheim,"Neckarau Voltastraße",TRAM,49
239801,Bibienastraße,8.488359,49.494704,STATION,508112,8488469,49494651,Mannheim,Bibienastraße,TRAM;BUS,10
214506,Niederfeld,8.401605,49.475494,STATION,508797,8401426,49475891,"Ludwigshafen am Rhein",Niederfeld,BUS,46
680605,"Am Sandloch",8.408226,49.448837,STATION,508041,8408654,49448456,"Ludwigshafen am Rhein","Rheingönheim Am Sandloch",BUS,53
587502,"Vorderheubach Mitte",8.776957,49.489896,STATION,510212,8776753,49489923,Heiligkreuzsteinach,"Vorderheubach Mitte",BUS,15
239806,Bibienastraße,8.487982,49.494577,STATION,510663,8487938,49494687,Mannheim,Bibienastraße,TRAM;BUS,13
239805,Bibienastraße,8.48916,49.49449,STATION,508112,8488469,49494651,Mannheim,Bibienastraße,TRAM;BUS,53
680606,"Am Sandloch",8.40867,49.44805,STATION,508041,8408654,49448456,"Ludwigshafen am Rhein","Rheingönheim Am Sandloch",BUS,45
122402,Bergstr.,8.69375,49.413849,STATION,508623,8693926,49413784,Heidelberg,"Neuenheim Bergstraße",BUS,15
122401,Bergstr.,8.694315,49.413745,STATION,508623,8693926,49413784,Heidelberg,"Neuenheim Bergstraße",BUS,29
82305,"FT Schmiedgasse",8.35503,49.53692,STATION,506376,8356202,49537152,"Frankenthal (Pfalz)",Schmiedgasse,BUS,89
259412,"Seckenheim Rathaus",8.56345,49.46683,STATION,518531,8563457,49466902,Mannheim,"Seckenheim Rathaus",TRAM;BUS,8
259411,"Seckenheim Rathaus",8.5625,49.46729,STATION,518530,8563214,49467019,Mannheim,"Seckenheim Rathaus",TRAM;BUS,60
249606,"Neckarau Marktplatz",8.491798,49.453203,STATION,508502,8491867,49453103,Mannheim,"Neckarau Marktplatz",BUS,12
249605,"Neckarau Marktplatz",8.491998,49.45304,STATION,508502,8491867,49453103,Mannheim,"Neckarau Marktplatz",BUS,12
559012,Schafweide,8.479618,49.494477,STATION,508006,8479390,49494660,Mannheim,Schafweide,TRAM,26
113901,"Alte Brücke",8.708735,49.413449,STATION,518141,8708714,49413434,Heidelberg,"Alte Brücke",BUS,2
113902,"Alte Brücke",8.710681,49.41361,STATION,508887,8710871,49413596,Heidelberg,"Alte Brücke",BUS,14
213206,Giulini,8.425044,49.452931,STATION,508149,8425302,49453607,"Ludwigshafen am Rhein","Mundenheim Giulini",TRAM;BUS,78
299901,Melacpass,8.78191,49.39281,STATION,508565,8781580,49392786,Neckargemünd,Melacpass,BUS,24
236305,Habichtplatz,8.508319,49.512981,STATION,518240,8508362,49513142,Mannheim,"Käfertal Habichtplatz",BUS,18
299902,Melacpass,8.78147,49.392871,STATION,508565,8781580,49392786,Neckargemünd,Melacpass,BUS,12
213202,Giulini,8.425188,49.453035,STATION,508149,8425302,49453607,"Ludwigshafen am Rhein","Mundenheim Giulini",TRAM;BUS,64
236306,Habichtplatz,8.508281,49.513038,STATION,518240,8508362,49513142,Mannheim,"Käfertal Habichtplatz",BUS,13
213205,Giulini,8.424495,49.452416,STATION,508149,8425302,49453607,"Ludwigshafen am Rhein","Mundenheim Giulini",TRAM;BUS,145
259407,"Seckenheim Rathaus",8.56374,49.46675,STATION,518531,8563457,49466902,Mannheim,"Seckenheim Rathaus",TRAM;BUS,27
259406,"Seckenheim Rathaus",8.56367,49.4668,STATION,518531,8563457,49466902,Mannheim,"Seckenheim Rathaus",TRAM;BUS,19
384111,"Viernh. Kapellenberg",8.575185,49.529797,STATION,518551,8575592,49529817,Viernheim,Kapellenberg,TRAM,29
384112,"Viernh. Kapellenberg",8.576004,49.529778,STATION,518551,8575592,49529817,Viernheim,Kapellenberg,TRAM,30
259402,"Seckenheim Rathaus",8.56331,49.46686,STATION,518531,8563457,49466902,Mannheim,"Seckenheim Rathaus",TRAM;BUS,12
223005,"Am Herrschaftsweiher",8.329472,49.479541,STATION,505281,8330007,49479801,"Ludwigshafen am Rhe","Ruchheim Am Herrschaftsweiher",BUS,48
259401,"Seckenheim Rathaus",8.56267,49.46731,STATION,518530,8563214,49467019,Mannheim,"Seckenheim Rathaus",TRAM;BUS,51
223006,"Am Herrschaftsweiher",8.330722,49.479934,STATION,505281,8330007,49479801,"Ludwigshafen am Rhe","Ruchheim Am Herrschaftsweiher",BUS,54
263905,"Wallstadt Sportanl.",8.542214,49.500795,STATION,510381,8542314,49500728,Mannheim,"Wallstadt Sportanlagen",BUS,10
213201,Giulini,8.425452,49.453492,STATION,508372,8425508,49453625,"Ludwigshafen am Rhein","Mundenheim Giulini",TRAM;BUS,15
110401,Hirtenaue,8.75983,49.42635,STATION,510799,8759790,49426297,Heidelberg,"Ziegelhausen Hirtenaue",BUS,7
251912,Lucas-Cranach-Straße,8.512939,49.478482,STATION,508707,8512749,49478462,Mannheim,"Neuostheim Lucas-Cranach-Straße",TRAM;BUS,14
62705,"Neckarh. West",8.589528,49.469413,STATION,508579,8589633,49469428,Edingen-Neckarhausen,"Neckarhausen West",BUS,8
62706,"Neckarh. West",8.589802,49.469372,STATION,508579,8589633,49469428,Edingen-Neckarhausen,"Neckarhausen West",BUS,14
263906,"Wallstadt Sportanl.",8.542474,49.500639,STATION,510381,8542314,49500728,Mannheim,"Wallstadt Sportanlagen",BUS,15
206905,Bruchwiesenstraße,8.420092,49.469311,STATION,508002,8420403,49469311,"Ludwigshafen am Rhein",Bruchwiesenstraße,BUS,22
241706,"MA Hauptbahnhof",8.469989,49.480052,STATION,518342,8469825,49480179,Mannheim,Hauptbahnhof,"HIGH_SPEED_TRAIN;REGIONAL_TRAIN;SUBURBAN_TRAIN;TRAM;BUS",18
247005,Ulmenweg,8.49274,49.50709,STATION,511142,8492730,49507092,Mannheim,Ulmenweg,TRAM;BUS,1
247006,Ulmenweg,8.49323,49.50734,STATION,508188,8493485,49507470,Mannheim,Ulmenweg,TRAM;BUS,23
241705,"MA Hauptbahnhof",8.469337,49.480317,STATION,518342,8469825,49480179,Mannheim,Hauptbahnhof,"HIGH_SPEED_TRAIN;REGIONAL_TRAIN;SUBURBAN_TRAIN;TRAM;BUS",38
130001,Finanzamt,8.642509,49.422106,STATION,510546,8642571,49421821,Heidelberg,"Wieblingen Finanzamt",BUS;ON_DEMAND,32
130002,Finanzamt,8.642472,49.42222,STATION,510546,8642571,49421821,Heidelberg,"Wieblingen Finanzamt",BUS;ON_DEMAND,45
251505,Harrlach,8.506398,49.478144,STATION,508701,8506501,49478174,Mannheim,"Neuostheim Harrlach",TRAM;BUS,8
215407,Hans-Warsch-Platz,8.37582,49.493201,STATION,518445,8376310,49492656,"Ludwigshafen am Rhei","Oggersheim Hans-Warsch-Platz",TRAM;BUS;ON_DEMAND,70
215406,Hans-Warsch-Platz,8.376452,49.492624,STATION,518445,8376310,49492656,"Ludwigshafen am Rhei","Oggersheim Hans-Warsch-Platz",TRAM;BUS;ON_DEMAND,11
51611,"Dossenheim Süd",8.675291,49.445563,STATION,505924,8675229,49445714,,"Dossenheim Süd",TRAM,17
215402,Hans-Warsch-Platz,8.376098,49.492791,STATION,518445,8376310,49492656,"Ludwigshafen am Rhei","Oggersheim Hans-Warsch-Platz",TRAM;BUS;ON_DEMAND,21
215405,Hans-Warsch-Platz,8.376127,49.492821,STATION,518445,8376310,49492656,"Ludwigshafen am Rhei","Oggersheim Hans-Warsch-Platz",TRAM;BUS;ON_DEMAND,23
121103,"Königsberger Str.",8.666457,49.384265,STATION,518223,8666284,49384273,Heidelberg,"Kirchheim Königsberger Straße",BUS,13
554611,"Im Rott",8.527829,49.507916,STATION,507619,8527851,49507830,Mannheim,"Käfertal Im Rott",TRAM;BUS,10
554612,"Im Rott",8.527988,49.507693,STATION,507619,8527851,49507830,Mannheim,"Käfertal Im Rott",TRAM;BUS,18
121101,"Königsberger Str.",8.666023,49.384281,STATION,518223,8666284,49384273,Heidelberg,"Kirchheim Königsberger Straße",BUS,19
261305,"Am Herrschaftswald",8.507749,49.533825,STATION,510276,8507616,49533970,Mannheim,"Waldhof Am Herrschaftswald",BUS,19
261306,"Am Herrschaftswald",8.507532,49.534066,STATION,510276,8507616,49533970,Mannheim,"Waldhof Am Herrschaftswald",BUS,12
603605,"Pfingstberg Sportan.",8.524846,49.449159,STATION,509199,8524875,49449382,Mannheim,"Rheinau Pfingstberg Sportanlagen",BUS,25
603606,"Pfingstberg Sportan.",8.524526,49.449436,STATION,509199,8524875,49449382,Mannheim,"Rheinau Pfingstberg Sportanlagen",BUS,26
215401,Hans-Warsch-Platz,8.376508,49.492531,STATION,518445,8376310,49492656,"Ludwigshafen am Rhei","Oggersheim Hans-Warsch-Platz",TRAM;BUS;ON_DEMAND,20
235005,Muskatormühle,8.449657,49.531585,STATION,506443,8449608,49531606,Mannheim,"Friesenheimer Insel Muskatormühle",BUS,4
